node,edge,role
7103,12150,2
7189,12150,3
7216,12151,0
100,12151,1
6864,12152,2
3382,12152,3
3381,12153,2
7217,12153,3
3349,12154,2
7218,12154,3
7173,12155,2
4584,12155,3
1225,12156,2
7219,12156,3
3755,12157,0
2759,12157,1
5701,12158,2
7220,12158,3
3284,12159,2
4498,12159,3
3284,12160,2
7221,12160,3
3726,12161,0
7222,12161,1
7223,12162,2
288,12162,3
7103,12163,2
7189,12163,3
616,12164,2
1,12164,3
7224,12165,0
135,12165,1
363,12165,1
364,12165,1
7183,12166,2
3038,12166,3
6864,12167,2
3382,12167,3
7103,12168,2
7189,12168,3
3381,12169,2
3038,12169,3
7129,12170,2
2256,12170,3
5866,12171,2
7024,12171,3
7176,12172,0
2695,12172,1
7175,12172,1
2044,12172,1
7177,12172,1
7178,12172,1
7179,12172,1
742,12173,2
7225,12173,3
7185,12174,2
7226,12174,3
7103,12175,2
7189,12175,3
445,12176,0
6886,12176,1
7227,12177,0
377,12177,1
3381,12178,2
7228,12178,3
7103,12179,2
7189,12179,3
3498,12180,2
7229,12180,3
6864,12181,2
2570,12181,3
7012,12182,2
7230,12182,3
6457,12183,2
7231,12183,3
103,12184,2
7232,12184,3
2940,12185,2
7105,12185,3
7191,12186,0
3778,12186,1
7233,12187,0
1431,12187,1
7037,12188,2
7234,12188,3
103,12189,2
7232,12189,3
7222,12190,0
3726,12190,1
1763,12191,2
916,12191,3
5866,12192,2
5993,12192,3
2098,12193,0
472,12193,1
474,12193,1
6456,12193,1
6766,12194,0
7235,12194,1
7103,12195,2
7189,12195,3
7236,12196,2
916,12196,3
7237,12197,2
7238,12197,3
7012,12198,2
7082,12198,3
4043,12199,2
5595,12199,3
136,12200,2
987,12200,3
7103,12201,2
7189,12201,3
7239,12202,0
100,12202,1
919,12202,1
613,12202,1
5178,12203,2
5179,12203,3
7103,12204,2
7189,12204,3
7129,12205,2
1731,12205,3
2940,12206,2
971,12206,3
6225,12207,2
7240,12207,3
7037,12208,2
7241,12208,3
325,12209,0
2877,12209,1
6409,12210,2
916,12210,3
3498,12211,2
543,12211,3
7242,12212,2
916,12212,3
7243,12213,0
377,12213,1
1866,12214,2
7244,12214,3
975,12215,2
7245,12215,3
6329,12216,2
7246,12216,3
616,12217,2
7247,12217,3
6225,12218,2
3480,12218,3
3778,12219,2
7248,12219,3
3778,12220,2
7249,12220,3
3778,12221,2
7250,12221,3
7103,12222,2
7189,12222,3
6747,12223,2
7251,12223,3
351,12224,2
7252,12224,3
1225,12225,2
6661,12225,3
7253,12226,2
7254,12226,3
1893,12227,2
7255,12227,3
3778,12228,2
7256,12228,3
1748,12229,2
3473,12229,3
3778,12230,2
7257,12230,3
1664,12231,2
7258,12231,3
1052,12232,2
1286,12232,3
7259,12233,0
3507,12233,1
352,12233,1
353,12233,1
354,12233,1
355,12233,1
3993,12233,1
351,12233,1
3676,12233,1
357,12233,1
3994,12233,1
6764,12234,0
6763,12234,1
5049,12235,2
7260,12235,3
1052,12236,2
982,12236,3
1748,12237,2
1749,12237,3
7037,12238,2
7261,12238,3
6747,12239,2
1714,12239,3
7103,12240,2
7189,12240,3
1044,12241,2
7262,12241,3
7237,12242,2
7263,12242,3
7264,12243,2
5199,12243,3
6747,12244,2
7265,12244,3
1802,12245,2
7266,12245,3
265,12246,2
7267,12246,3
1748,12247,2
3473,12247,3
7268,12248,0
1431,12248,1
1748,12249,2
1749,12249,3
1225,12250,0
6661,12250,1
7185,12251,2
7269,12251,3
351,12252,2
2818,12252,3
7270,12253,2
1807,12253,3
742,12254,2
7271,12254,3
7272,12255,2
60,12255,3
105,12256,2
7273,12256,3
6225,12257,2
3480,12257,3
2940,12258,2
7056,12258,3
265,12259,2
7274,12259,3
7275,12260,2
916,12260,3
1802,12261,2
7276,12261,3
7037,12262,2
7277,12262,3
6781,12263,2
4855,12263,3
616,12264,0
1768,12264,1
300,12264,1
360,12264,1
45,12264,1
7247,12264,1
1741,12264,1
613,12264,1
1893,12265,2
7278,12265,3
1052,12266,2
7279,12266,3
1893,12267,2
2736,12267,3
5183,12268,0
7280,12268,1
5866,12269,2
7281,12269,3
7185,12270,2
7282,12270,3
3700,12271,2
2367,12271,3
4272,12272,2
1568,12272,3
7129,12273,2
1030,12273,3
6748,12274,0
6747,12274,1
1664,12275,2
7283,12275,3
5178,12276,2
5179,12276,3
7284,12277,2
122,12277,3
4272,12278,2
6699,12278,3
3510,12279,2
1624,12279,3
7285,12280,0
100,12280,1
4745,12281,2
7286,12281,3
1693,12282,2
5568,12282,3
7287,12283,0
377,12283,1
5049,12284,2
7288,12284,3
7289,12285,0
135,12285,1
363,12285,1
364,12285,1
2664,12286,2
7290,12286,3
445,12287,0
6886,12287,1
7291,12288,0
171,12288,1
7292,12289,2
1316,12289,3
5178,12290,2
5179,12290,3
7103,12291,2
7293,12291,3
2671,12292,2
268,12292,3
7284,12293,2
1202,12293,3
7294,12294,2
7295,12294,3
6781,12295,2
7296,12295,3
7103,12296,2
5461,12296,3
351,12297,2
6513,12297,3
182,12298,2
176,12298,3
221,12299,2
1482,12299,3
1893,12300,2
1017,12300,3
203,12301,2
1482,12301,3
192,12302,2
193,12302,3
188,12303,2
189,12303,3
203,12304,2
186,12304,3
175,12305,2
176,12305,3
182,12306,2
176,12306,3
222,12307,2
1482,12307,3
186,12308,2
187,12308,3
221,12309,2
186,12309,3
191,12310,2
1482,12310,3
213,12311,2
1482,12311,3
216,12312,2
1482,12312,3
188,12313,2
189,12313,3
183,12314,2
184,12314,3
196,12315,2
184,12315,3
219,12316,2
1482,12316,3
218,12317,2
1482,12317,3
215,12318,2
1482,12318,3
194,12319,2
1482,12319,3
192,12320,2
193,12320,3
196,12321,2
184,12321,3
214,12322,2
1482,12322,3
182,12323,2
1482,12323,3
217,12324,2
1482,12324,3
213,12325,2
186,12325,3
218,12326,2
186,12326,3
186,12327,2
187,12327,3
183,12328,2
184,12328,3
175,12329,2
178,12329,3
180,12330,2
186,12330,3
222,12331,2
186,12331,3
180,12332,2
1482,12332,3
216,12333,2
186,12333,3
215,12334,2
186,12334,3
190,12335,2
187,12335,3
191,12336,2
186,12336,3
219,12337,2
186,12337,3
190,12338,2
187,12338,3
175,12339,2
1482,12339,3
182,12340,2
186,12340,3
217,12341,2
186,12341,3
214,12342,2
186,12342,3
194,12343,2
186,12343,3
175,12344,2
186,12344,3
415,12345,0
536,12345,1
7297,12345,1
7298,12345,1
1239,12345,1
7299,12345,1
1238,12345,1
7294,12346,2
7295,12346,3
3510,12347,2
1624,12347,3
7300,12348,2
101,12348,3
7284,12349,2
7301,12349,3
351,12350,2
5440,12350,3
7300,12351,2
7302,12351,3
210,12352,2
1628,12352,3
6781,12353,2
7303,12353,3
1559,12354,2
2334,12354,3
7304,12355,0
2033,12355,1
351,12356,2
522,12356,3
7129,12357,2
7305,12357,3
1893,12358,2
7306,12358,3
7284,12359,2
5611,12359,3
1893,12360,2
7307,12360,3
7103,12361,2
7308,12361,3
2737,12362,0
6925,12362,1
6926,12362,1
3510,12363,2
1624,12363,3
3902,12364,2
81,12364,3
1044,12365,2
7309,12365,3
7310,12366,2
916,12366,3
7129,12367,2
1723,12367,3
616,12368,0
5151,12368,1
100,12368,1
237,12368,1
360,12368,1
1843,12368,1
489,12368,1
613,12368,1
7311,12368,1
7312,12369,2
916,12369,3
7037,12370,2
7313,12370,3
7284,12371,2
5611,12371,3
1893,12372,2
2557,12372,3
7314,12373,2
916,12373,3
1349,12374,2
7315,12374,3
5183,12375,2
1427,12375,3
7284,12376,2
7316,12376,3
7103,12377,2
7317,12377,3
7318,12378,0
100,12378,1
5462,12379,0
3726,12379,1
6575,12380,2
7319,12380,3
136,12381,2
7320,12381,3
5178,12382,2
5179,12382,3
1225,12383,2
7321,12383,3
136,12384,2
7322,12384,3
5183,12385,2
7323,12385,3
7103,12386,2
7324,12386,3
4294,12387,2
7325,12387,3
7284,12388,2
122,12388,3
7326,12389,2
916,12389,3
6225,12390,2
3455,12390,3
616,12391,2
360,12391,3
7327,12392,0
7328,12392,1
5834,12392,1
3902,12393,2
7329,12393,3
6438,12394,0
7330,12394,1
7331,12394,1
7332,12394,1
7333,12394,1
1693,12395,2
56,12395,3
7334,12396,2
5876,12396,3
825,12397,2
7335,12397,3
5178,12398,2
5179,12398,3
7336,12399,0
377,12399,1
1893,12400,0
6856,12400,1
3700,12401,2
700,12401,3
1664,12402,2
7337,12402,3
244,12403,2
7338,12403,3
6300,12404,0
6542,12404,1
6543,12404,1
6544,12404,1
6545,12404,1
6546,12404,1
3152,12404,1
1225,12404,1
6547,12404,1
6548,12404,1
6225,12405,2
3420,12405,3
7103,12406,2
7339,12406,3
6575,12407,2
7340,12407,3
7341,12408,0
73,12408,1
7284,12409,2
700,12409,3
3510,12410,2
2023,12410,3
616,12411,2
360,12411,3
7342,12412,0
1657,12412,1
7343,12412,1
7344,12413,0
7345,12413,1
1688,12414,2
7346,12414,3
3700,12415,2
765,12415,3
7347,12416,0
3778,12416,1
5178,12417,2
5179,12417,3
1052,12418,2
375,12418,3
7103,12419,2
7348,12419,3
7349,12420,0
2429,12420,1
3507,12420,1
3620,12420,1
6224,12420,1
692,12420,1
351,12420,1
7350,12420,1
2710,12421,2
2430,12421,3
3700,12422,2
2024,12422,3
1225,12423,2
1705,12423,3
7334,12424,2
2835,12424,3
7037,12425,2
7234,12425,3
15,12426,2
7351,12426,3
3700,12427,2
2024,12427,3
7352,12428,0
100,12428,1
7284,12429,2
2007,12429,3
6575,12430,2
7353,12430,3
7334,12431,2
7354,12431,3
2940,12432,2
7355,12432,3
5503,12433,0
7356,12433,1
7334,12434,2
5876,12434,3
692,12435,2
7357,12435,3
3700,12436,2
1014,12436,3
1559,12437,2
7358,12437,3
1349,12438,2
7315,12438,3
7103,12439,2
6311,12439,3
7334,12440,2
3729,12440,3
805,12441,2
7359,12441,3
7360,12442,0
1657,12442,1
7361,12442,1
5178,12443,2
5179,12443,3
7362,12444,0
7363,12444,1
833,12444,1
834,12444,1
5183,12445,2
3521,12445,3
7103,12446,2
7364,12446,3
4745,12447,2
7365,12447,3
7366,12448,0
7367,12448,1
4745,12449,2
7368,12449,3
7369,12450,0
100,12450,1
7284,12451,2
2334,12451,3
15,12452,2
7351,12452,3
7370,12453,0
377,12453,1
136,12454,2
2913,12454,3
692,12455,2
7371,12455,3
7334,12456,2
7372,12456,3
7042,12457,0
351,12457,1
2671,12458,2
152,12458,3
125,12459,2
7373,12459,3
4745,12460,2
7374,12460,3
4495,12461,2
7375,12461,3
1225,12462,2
2099,12462,3
1893,12463,0
6856,12463,1
5503,12464,2
7356,12464,3
74,12465,2
7376,12465,3
7284,12466,2
1075,12466,3
7377,12467,0
100,12467,1
7378,12468,2
60,12468,3
557,12469,2
7379,12469,3
351,12470,2
7380,12470,3
1044,12471,2
7381,12471,3
74,12472,2
3927,12472,3
616,12473,0
5151,12473,1
100,12473,1
464,12473,1
237,12473,1
360,12473,1
489,12473,1
613,12473,1
1843,12473,1
5701,12474,2
7382,12474,3
7383,12475,0
100,12475,1
5268,12476,2
7384,12476,3
15,12477,2
7351,12477,3
5701,12478,2
5695,12478,3
7385,12479,0
73,12479,1
7386,12479,1
7284,12480,2
1560,12480,3
74,12481,2
2402,12481,3
7121,12482,2
3631,12482,3
103,12483,2
1530,12483,3
1052,12484,2
75,12484,3
5177,12485,0
5176,12485,1
15,12486,2
7351,12486,3
7387,12487,0
7388,12487,1
692,12488,2
790,12488,3
1693,12489,2
7389,12489,3
7390,12490,0
100,12490,1
74,12491,2
7047,12491,3
1052,12492,2
4909,12492,3
244,12493,2
7391,12493,3
1693,12494,2
486,12494,3
7385,12495,0
73,12495,1
7386,12495,1
7392,12496,0
34,12496,1
3700,12497,2
7393,12497,3
490,12498,2
707,12498,3
7284,12499,2
7394,12499,3
74,12500,2
7395,12500,3
103,12501,2
7396,12501,3
7103,12502,2
7397,12502,3
7398,12503,2
7399,12503,3
1693,12504,2
56,12504,3
7400,12505,2
916,12505,3
7284,12506,2
7401,12506,3
7402,12507,0
100,12507,1
74,12508,2
7403,12508,3
7185,12509,2
1188,12509,3
3700,12510,2
7404,12510,3
5178,12511,2
5179,12511,3
805,12512,2
7405,12512,3
4918,12513,2
7406,12513,3
7284,12514,2
7393,12514,3
7407,12515,0
916,12515,1
265,12516,2
3024,12516,3
2519,12517,2
897,12517,3
7408,12518,0
34,12518,1
7037,12519,2
7277,12519,3
265,12520,2
7409,12520,3
7284,12521,2
765,12521,3
805,12522,2
824,12522,3
742,12523,2
7410,12523,3
7411,12524,0
48,12524,1
5183,12525,2
7412,12525,3
7413,12526,0
2279,12526,1
3413,12526,1
1559,12527,2
6744,12527,3
7173,12528,2
3049,12528,3
3216,12529,2
7414,12529,3
7284,12530,2
788,12530,3
805,12531,2
824,12531,3
7037,12532,2
7104,12532,3
7415,12533,2
1807,12533,3
7284,12534,2
5611,12534,3
7416,12535,2
916,12535,3
805,12536,2
824,12536,3
1693,12537,2
56,12537,3
7417,12538,0
1657,12538,1
7418,12538,1
1559,12539,2
4185,12539,3
805,12540,2
7405,12540,3
7419,12541,0
377,12541,1
351,12542,2
7349,12542,3
6456,12543,0
7420,12543,1
472,12543,1
2940,12544,2
7421,12544,3
7422,12545,0
73,12545,1
3700,12546,2
3166,12546,3
5178,12547,2
5179,12547,3
7423,12548,0
1657,12548,1
2519,12549,2
195,12549,3
7284,12550,2
7424,12550,3
2940,12551,2
7425,12551,3
3700,12552,2
1202,12552,3
103,12553,2
7426,12553,3
7427,12554,0
100,12554,1
2418,12555,2
7428,12555,3
103,12556,2
7426,12556,3
103,12557,2
7426,12557,3
7028,12558,2
7429,12558,3
3700,12559,2
2334,12559,3
5333,12560,0
48,12560,1
7430,12561,0
855,12561,1
7431,12561,1
103,12562,2
7432,12562,3
5178,12563,2
5179,12563,3
3700,12564,2
3477,12564,3
7433,12565,0
100,12565,1
136,12566,2
7434,12566,3
7435,12567,0
4378,12567,1
7436,12568,0
73,12568,1
7437,12569,0
3553,12569,1
7284,12570,2
7438,12570,3
265,12571,2
7439,12571,3
6225,12572,2
2281,12572,3
7253,12573,2
7440,12573,3
5234,12574,0
3751,12574,1
7408,12575,0
34,12575,1
1559,12576,2
7316,12576,3
805,12577,2
7405,12577,3
2519,12578,2
7441,12578,3
7442,12579,0
33,12579,1
34,12579,1
3590,12579,1
7443,12580,2
7444,12580,3
388,12581,2
7445,12581,3
805,12582,2
824,12582,3
103,12583,2
7446,12583,3
889,12584,0
4708,12584,1
7447,12585,0
7363,12585,1
833,12585,1
834,12585,1
2051,12586,2
7448,12586,3
7284,12587,2
2007,12587,3
6225,12588,2
4706,12588,3
7449,12589,0
2429,12589,1
810,12589,1
3507,12589,1
2253,12589,1
3620,12589,1
692,12589,1
2432,12589,1
351,12589,1
2051,12590,2
7450,12590,3
7451,12591,2
7452,12591,3
7185,12592,2
7453,12592,3
7454,12593,2
60,12593,3
391,12594,0
392,12594,1
390,12594,1
4409,12595,0
7455,12595,1
6747,12596,0
6748,12596,1
2051,12597,2
7456,12597,3
6781,12598,2
2457,12598,3
7284,12599,2
5611,12599,3
805,12600,2
824,12600,3
5049,12601,2
7457,12601,3
5049,12602,2
7457,12602,3
7443,12603,2
7458,12603,3
805,12604,2
824,12604,3
103,12605,2
7459,12605,3
1559,12606,2
1105,12606,3
1893,12607,0
6856,12607,1
5183,12608,2
7460,12608,3
3700,12609,2
7394,12609,3
7284,12610,2
970,12610,3
4235,12611,2
2429,12611,3
6781,12612,2
7461,12612,3
1559,12613,2
1088,12613,3
103,12614,2
7462,12614,3
325,12615,0
2877,12615,1
7185,12616,2
7463,12616,3
5183,12617,2
2642,12617,3
7443,12618,2
7464,12618,3
7465,12619,2
916,12619,3
6225,12620,2
7466,12620,3
7185,12621,2
5140,12621,3
5199,12622,0
7467,12622,1
3778,12623,2
7468,12623,3
125,12624,2
7469,12624,3
3778,12625,2
6089,12625,3
5268,12626,2
5322,12626,3
3778,12627,2
6087,12627,3
1693,12628,2
7,12628,3
3778,12629,2
7470,12629,3
1874,12630,2
7471,12630,3
3778,12631,2
7472,12631,3
7052,12632,2
7473,12632,3
7474,12633,0
73,12633,1
7475,12633,1
7476,12633,1
7477,12633,1
1874,12634,2
7478,12634,3
1225,12635,2
7479,12635,3
1693,12636,2
486,12636,3
5178,12637,2
5179,12637,3
3778,12638,2
7480,12638,3
3700,12639,2
2334,12639,3
7284,12640,2
1202,12640,3
15,12641,2
7481,12641,3
5199,12642,2
7482,12642,3
6225,12643,2
2570,12643,3
1225,12644,2
7483,12644,3
7484,12645,2
1807,12645,3
3700,12646,2
122,12646,3
6575,12647,2
7485,12647,3
7284,12648,2
3113,12648,3
7443,12649,2
7486,12649,3
3700,12650,2
765,12650,3
74,12651,2
447,12651,3
136,12652,2
2846,12652,3
7487,12653,2
522,12653,3
6940,12654,2
7488,12654,3
1225,12655,0
7483,12655,1
7103,12656,2
7489,12656,3
7284,12657,2
4199,12657,3
7018,12658,2
7490,12658,3
1893,12659,2
4961,12659,3
1693,12660,2
328,12660,3
2940,12661,2
7056,12661,3
7491,12662,0
5566,12662,1
3349,12663,2
7492,12663,3
7284,12664,2
5734,12664,3
74,12665,2
1170,12665,3
7443,12666,2
7493,12666,3
5049,12667,2
7494,12667,3
5049,12668,2
7495,12668,3
5049,12669,2
1289,12669,3
7487,12670,2
7496,12670,3
4189,12671,2
7006,12671,3
136,12672,2
7497,12672,3
7487,12673,2
522,12673,3
1693,12674,2
673,12674,3
6940,12675,2
4002,12675,3
7183,12676,0
7498,12676,1
616,12677,2
310,12677,3
7284,12678,2
6030,12678,3
6940,12679,2
7499,12679,3
2519,12680,2
1318,12680,3
7443,12681,2
7500,12681,3
7501,12682,0
122,12682,1
7502,12682,1
123,12682,1
2007,12682,1
6575,12683,2
7485,12683,3
74,12684,2
7503,12684,3
7504,12685,0
116,12685,1
7505,12685,1
265,12686,0
7439,12686,1
5866,12687,0
7281,12687,1
3247,12687,1
7506,12688,0
73,12688,1
7507,12688,1
692,12689,2
7508,12689,3
7037,12690,2
7509,12690,3
6940,12691,2
2574,12691,3
7284,12692,2
3166,12692,3
6575,12693,2
7485,12693,3
7451,12694,2
7510,12694,3
7183,12695,2
2570,12695,3
1693,12696,2
1318,12696,3
2519,12697,2
7511,12697,3
74,12698,2
7512,12698,3
6575,12699,2
7485,12699,3
203,12700,2
7513,12700,3
196,12701,2
184,12701,3
182,12702,2
176,12702,3
217,12703,2
7513,12703,3
186,12704,2
187,12704,3
194,12705,2
7513,12705,3
213,12706,2
7513,12706,3
203,12707,2
7513,12707,3
192,12708,2
193,12708,3
219,12709,2
7513,12709,3
216,12710,2
7513,12710,3
217,12711,2
7513,12711,3
221,12712,2
7513,12712,3
186,12713,2
187,12713,3
218,12714,2
7513,12714,3
214,12715,2
7513,12715,3
188,12716,2
189,12716,3
175,12717,2
176,12717,3
196,12718,2
184,12718,3
191,12719,2
7513,12719,3
222,12720,2
7513,12720,3
191,12721,2
7513,12721,3
213,12722,2
7513,12722,3
183,12723,2
184,12723,3
2519,12724,2
7514,12724,3
221,12725,2
7513,12725,3
182,12726,2
176,12726,3
219,12727,2
7513,12727,3
216,12728,2
7513,12728,3
218,12729,2
7513,12729,3
215,12730,2
7513,12730,3
215,12731,2
7513,12731,3
214,12732,2
7513,12732,3
180,12733,2
7513,12733,3
175,12734,2
178,12734,3
2867,12735,0
7515,12735,1
194,12736,2
7513,12736,3
180,12737,2
7513,12737,3
222,12738,2
7513,12738,3
190,12739,2
187,12739,3
182,12740,2
7513,12740,3
7516,12741,2
7517,12741,3
182,12742,2
7513,12742,3
192,12743,2
193,12743,3
183,12744,2
184,12744,3
175,12745,2
7513,12745,3
190,12746,2
187,12746,3
188,12747,2
189,12747,3
175,12748,2
7513,12748,3
2519,12749,2
7518,12749,3
6575,12750,2
7519,12750,3
1398,12751,0
7520,12751,1
1225,12752,0
7521,12752,1
7522,12752,1
1559,12753,0
7523,12753,1
4451,12753,1
7524,12753,1
7284,12754,2
6030,12754,3
136,12755,2
22,12755,3
74,12756,2
1022,12756,3
5234,12757,2
7525,12757,3
5866,12758,0
7526,12758,1
7281,12758,1
2759,12759,2
7527,12759,3
2867,12760,2
7528,12760,3
7284,12761,2
7529,12761,3
6940,12762,2
1926,12762,3
1693,12763,2
100,12763,3
803,12764,2
884,12764,3
1398,12765,2
159,12765,3
7530,12766,0
583,12766,1
805,12767,2
7531,12767,3
5178,12768,2
6050,12768,3
6575,12769,2
7485,12769,3
5731,12770,2
6069,12770,3
7532,12771,2
1811,12771,3
5049,12772,2
7533,12772,3
5049,12773,2
7534,12773,3
7284,12774,2
7535,12774,3
7443,12775,2
7536,12775,3
7129,12776,2
4002,12776,3
3498,12777,2
6987,12777,3
1398,12778,2
7537,12778,3
7183,12779,2
3446,12779,3
7538,12780,0
73,12780,1
7539,12780,1
7284,12781,2
1014,12781,3
5731,12782,2
6454,12782,3
803,12783,2
840,12783,3
7487,12784,2
522,12784,3
7284,12785,2
765,12785,3
7443,12786,2
7540,12786,3
2519,12787,2
5493,12787,3
1225,12788,0
7521,12788,1
7541,12789,0
7542,12789,1
1044,12790,2
7543,12790,3
7173,12791,2
1053,12791,3
119,12792,2
2100,12792,3
5731,12793,2
5828,12793,3
7544,12794,0
7545,12794,1
7546,12794,1
7547,12794,1
7548,12795,2
60,12795,3
119,12796,2
7549,12796,3
803,12797,2
489,12797,3
7516,12798,2
7550,12798,3
7284,12799,2
7551,12799,3
7443,12800,2
7552,12800,3
5178,12801,2
7553,12801,3
2759,12802,2
7554,12802,3
119,12803,2
7555,12803,3
7443,12804,2
7556,12804,3
6575,12805,2
7557,12805,3
1044,12806,2
7558,12806,3
7559,12807,0
678,12807,1
7284,12808,2
1088,12808,3
119,12809,2
7560,12809,3
490,12810,2
7561,12810,3
490,12811,2
7562,12811,3
3857,12812,0
3858,12812,1
7173,12813,2
5593,12813,3
3700,12814,2
7563,12814,3
1225,12815,2
3144,12815,3
7129,12816,2
7564,12816,3
7516,12817,2
7565,12817,3
7566,12818,2
5966,12818,3
2051,12819,2
7567,12819,3
7018,12820,0
7568,12820,1
7569,12820,1
1748,12821,2
7570,12821,3
7566,12822,2
3782,12822,3
805,12823,2
7571,12823,3
7521,12824,0
7522,12824,1
1225,12824,1
6575,12825,2
7485,12825,3
3700,12826,2
7563,12826,3
7284,12827,2
7404,12827,3
7183,12828,2
5537,12828,3
7532,12829,2
7039,12829,3
2519,12830,2
238,12830,3
803,12831,2
1276,12831,3
7183,12832,2
2316,12832,3
2759,12833,2
3977,12833,3
7443,12834,2
7572,12834,3
7532,12835,2
1723,12835,3
2759,12836,2
7573,12836,3
1225,12837,0
7521,12837,1
7574,12837,1
5579,12838,2
5928,12838,3
7129,12839,2
7575,12839,3
7576,12840,0
1213,12840,1
248,12840,1
5731,12841,2
7577,12841,3
7516,12842,2
7578,12842,3
2051,12843,2
7579,12843,3
7580,12844,0
7581,12844,1
7582,12844,1
7583,12844,1
7584,12844,1
7585,12844,1
7284,12845,2
2334,12845,3
3700,12846,2
7563,12846,3
7566,12847,2
7586,12847,3
6781,12848,2
5924,12848,3
4851,12849,2
5876,12849,3
7516,12850,2
7587,12850,3
7443,12851,2
7588,12851,3
2940,12852,2
7589,12852,3
15,12853,2
7590,12853,3
4851,12854,2
6761,12854,3
3498,12855,2
5493,12855,3
7284,12856,2
4199,12856,3
5178,12857,2
7591,12857,3
7566,12858,2
968,12858,3
6747,12859,2
6363,12859,3
7516,12860,2
7592,12860,3
7129,12861,2
7593,12861,3
7566,12862,2
2394,12862,3
7284,12863,2
7529,12863,3
2519,12864,2
1530,12864,3
1693,12865,2
146,12865,3
7129,12866,2
7594,12866,3
2940,12867,2
7056,12867,3
7443,12868,2
7444,12868,3
616,12869,2
90,12869,3
1225,12870,0
7521,12870,1
7595,12870,1
3349,12871,2
7596,12871,3
7443,12872,2
7464,12872,3
1398,12873,2
4052,12873,3
7532,12874,2
7597,12874,3
1693,12875,2
2379,12875,3
7598,12876,0
855,12876,1
805,12877,2
7599,12877,3
1398,12878,2
1287,12878,3
7173,12879,2
2893,12879,3
7129,12880,2
7600,12880,3
6747,12881,2
4799,12881,3
5731,12882,2
6819,12882,3
7487,12883,2
522,12883,3
1693,12884,2
146,12884,3
5731,12885,2
6819,12885,3
7173,12886,2
1668,12886,3
7523,12887,0
4451,12887,1
7524,12887,1
1559,12887,1
2867,12888,2
7601,12888,3
616,12889,2
486,12889,3
5579,12890,0
1460,12890,1
5178,12891,2
3480,12891,3
1225,12892,0
7521,12892,1
7522,12892,1
1693,12893,2
2860,12893,3
7602,12894,0
3778,12894,1
5701,12895,2
7603,12895,3
803,12896,0
7210,12896,1
6842,12896,1
6843,12896,1
6575,12897,2
7485,12897,3
7284,12898,2
765,12898,3
4851,12899,2
7604,12899,3
5731,12900,2
7605,12900,3
1693,12901,2
486,12901,3
4851,12902,2
7606,12902,3
7443,12903,2
7607,12903,3
2759,12904,2
3,12904,3
1693,12905,2
5568,12905,3
5731,12906,2
7605,12906,3
103,12907,0
5104,12907,1
5114,12907,1
179,12907,1
5115,12907,1
5116,12907,1
3349,12908,2
7596,12908,3
7284,12909,2
4199,12909,3
5731,12910,2
7605,12910,3
7608,12911,0
7609,12911,1
284,12911,1
7103,12912,2
7610,12912,3
7611,12913,0
730,12913,1
2519,12914,2
5111,12914,3
616,12915,2
7612,12915,3
7613,12916,0
6905,12916,1
5842,12916,1
2796,12916,1
5615,12916,1
6906,12916,1
1225,12916,1
6907,12916,1
6908,12916,1
6575,12917,2
7614,12917,3
7284,12918,2
765,12918,3
415,12919,2
310,12919,3
21,12920,2
7428,12920,3
5731,12921,2
6819,12921,3
612,12922,2
6987,12922,3
991,12923,2
7615,12923,3
5731,12924,2
7616,12924,3
21,12925,2
1522,12925,3
7487,12926,2
522,12926,3
7443,12927,2
7617,12927,3
7451,12928,2
6265,12928,3
7618,12929,0
2584,12929,1
34,12929,1
2585,12929,1
2586,12929,1
2587,12929,1
7103,12930,2
7150,12930,3
616,12931,2
551,12931,3
5866,12932,2
7619,12932,3
5731,12933,2
6454,12933,3
975,12934,0
1005,12934,1
5731,12935,2
6454,12935,3
7284,12936,2
765,12936,3
5178,12937,2
7591,12937,3
6575,12938,2
7620,12938,3
3745,12939,0
6842,12939,1
803,12939,1
6843,12939,1
5731,12940,2
6454,12940,3
265,12941,2
7621,12941,3
5049,12942,0
3311,12942,1
1660,12942,1
2053,12942,1
6918,12942,1
3498,12943,2
5493,12943,3
7532,12944,2
7622,12944,3
5402,12945,2
2021,12945,3
5402,12946,2
7623,12946,3
6781,12947,2
2509,12947,3
21,12948,2
1926,12948,3
7028,12949,2
7624,12949,3
265,12950,2
7621,12950,3
7443,12951,2
7625,12951,3
2496,12952,2
4681,12952,3
7487,12953,2
522,12953,3
5579,12954,2
6745,12954,3
5731,12955,2
6819,12955,3
7284,12956,2
4199,12956,3
7626,12957,2
7627,12957,3
7628,12958,2
60,12958,3
265,12959,2
7621,12959,3
6850,12960,2
7629,12960,3
616,12961,0
1843,12961,1
551,12961,1
5402,12962,2
987,12962,3
7443,12963,2
7486,12963,3
3498,12964,2
5493,12964,3
2519,12965,2
897,12965,3
5731,12966,2
6454,12966,3
7630,12967,2
910,12967,3
7631,12968,2
7632,12968,3
119,12969,2
1619,12969,3
7103,12970,2
7633,12970,3
6225,12971,2
7634,12971,3
5731,12972,2
6454,12972,3
2519,12973,2
551,12973,3
7635,12974,2
7636,12974,3
4235,12975,2
7637,12975,3
7626,12976,2
7627,12976,3
4352,12977,2
7638,12977,3
7284,12978,2
7639,12978,3
119,12979,2
2112,12979,3
3498,12980,2
5493,12980,3
1044,12981,2
7309,12981,3
6850,12982,2
