node,edge,role
3167,90477,2
6220,90477,3
40051,90478,0
1262,90478,1
16132,90479,2
9277,90479,3
3778,90480,2
40052,90480,3
6992,90481,2
2399,90481,3
6850,90482,2
28652,90482,3
3438,90483,0
37884,90483,1
40053,90484,0
1390,90484,1
7842,90485,2
6613,90485,3
2710,90486,2
2711,90486,3
5154,90487,2
40054,90487,3
39117,90488,0
40055,90488,1
7079,90489,0
40056,90489,1
7680,90490,2
18380,90490,3
11183,90491,0
9107,90491,1
7328,90491,1
5834,90491,1
40057,90492,0
5703,90492,1
40058,90493,0
248,90493,1
2275,90494,2
370,90494,3
25788,90495,2
9101,90495,3
40059,90496,0
7328,90496,1
9725,90497,2
40060,90497,3
2275,90498,2
2999,90498,3
39149,90499,0
7136,90499,1
39666,90499,1
2418,90500,2
12051,90500,3
12375,90501,2
40061,90501,3
27405,90502,2
245,90502,3
11524,90503,2
12209,90503,3
18471,90504,2
24034,90504,3
3167,90505,2
39899,90505,3
11760,90506,2
264,90506,3
7842,90507,2
5886,90507,3
5424,90508,2
3694,90508,3
2418,90509,2
82,90509,3
3394,90510,2
21030,90510,3
20039,90511,0
40062,90511,1
40063,90511,1
40064,90511,1
40065,90511,1
40066,90511,1
40067,90511,1
40044,90511,1
3902,90512,0
3903,90512,1
39959,90513,0
344,90513,1
35896,90513,1
3607,90514,2
34399,90514,3
16398,90515,0
755,90515,1
27405,90516,2
40068,90516,3
40069,90517,0
855,90517,1
3778,90518,0
6147,90518,1
38319,90519,0
100,90519,1
40070,90520,0
377,90520,1
14332,90520,1
12031,90521,2
687,90521,3
36969,90522,2
5818,90522,3
3607,90523,2
34522,90523,3
37597,90524,0
37598,90524,1
13866,90524,1
37599,90524,1
37600,90524,1
1784,90524,1
11340,90525,2
22923,90525,3
38625,90526,0
1590,90526,1
24653,90526,1
25,90526,1
33955,90527,2
40071,90527,3
25,90528,0
40072,90528,1
40073,90529,0
377,90529,1
14332,90529,1
1237,90530,0
40074,90530,1
39788,90531,0
205,90531,1
6992,90532,2
358,90532,3
40075,90533,0
100,90533,1
27405,90534,2
3867,90534,3
25202,90535,2
7707,90535,3
3607,90536,2
40076,90536,3
34882,90537,0
678,90537,1
39866,90538,0
18486,90538,1
39867,90538,1
40041,90539,0
1262,90539,1
15470,90539,1
17879,90540,2
40077,90540,3
9828,90541,0
40027,90541,1
3607,90542,2
40078,90542,3
40079,90543,0
100,90543,1
2939,90544,2
42,90544,3
5424,90545,2
40080,90545,3
2418,90546,2
24610,90546,3
2185,90547,2
40081,90547,3
13801,90548,2
40082,90548,3
5154,90549,2
40083,90549,3
3778,90550,0
39541,90550,1
9918,90551,2
6613,90551,3
10495,90552,2
60,90552,3
10211,90553,2
40084,90553,3
2275,90554,2
40009,90554,3
7842,90555,2
6634,90555,3
8049,90556,0
38010,90556,1
12031,90557,2
13745,90557,3
37426,90558,0
17643,90558,1
2275,90559,2
21940,90559,3
16508,90560,2
16509,90560,3
29516,90561,2
39979,90561,3
7842,90562,2
5182,90562,3
40085,90563,0
10269,90563,1
10270,90563,1
40086,90564,0
205,90564,1
40087,90565,0
4301,90565,1
1710,90566,2
40088,90566,3
33621,90567,0
27405,90567,1
13801,90568,2
8708,90568,3
13801,90569,2
40089,90569,3
10229,90570,2
30653,90570,3
40090,90571,0
3726,90571,1
3607,90572,2
40091,90572,3
40092,90573,0
40056,90573,1
7079,90573,1
14253,90574,0
40093,90574,1
33550,90575,0
377,90575,1
14332,90575,1
1710,90576,2
40088,90576,3
2710,90577,2
40094,90577,3
755,90578,0
16398,90578,1
5154,90579,2
21042,90579,3
40095,90580,0
100,90580,1
40096,90581,2
60,90581,3
40097,90582,0
100,90582,1
4294,90583,2
7325,90583,3
18471,90584,2
24284,90584,3
3778,90585,0
6163,90585,1
1710,90586,2
40088,90586,3
40098,90587,0
4301,90587,1
13801,90588,2
8708,90588,3
7284,90589,2
6647,90589,3
3079,90590,2
8526,90590,3
11524,90591,2
40099,90591,3
7842,90592,2
40100,90592,3
2418,90593,2
1145,90593,3
4294,90594,2
40101,90594,3
1001,90595,2
23921,90595,3
40055,90596,0
39117,90596,1
9126,90597,2
22713,90597,3
39902,90598,0
73,90598,1
1710,90599,2
40088,90599,3
40102,90600,2
4406,90600,3
7284,90601,2
2318,90601,3
27405,90602,2
40103,90602,3
2275,90603,2
40009,90603,3
40104,90604,2
60,90604,3
13801,90605,2
39359,90605,3
11524,90606,2
10020,90606,3
2418,90607,2
9204,90607,3
3167,90608,2
12214,90608,3
1570,90609,2
16161,90609,3
7842,90610,2
6397,90610,3
2205,90611,2
40105,90611,3
3778,90612,0
9578,90612,1
7136,90613,0
39666,90613,1
39149,90613,1
7842,90614,2
8534,90614,3
37030,90615,0
11863,90615,1
16398,90616,0
755,90616,1
1710,90617,2
40088,90617,3
40106,90618,0
1262,90618,1
15470,90618,1
40107,90619,0
1262,90619,1
3394,90620,2
40108,90620,3
5154,90621,2
36318,90621,3
2196,90622,0
30826,90622,1
2275,90623,2
40009,90623,3
1008,90624,2
28043,90624,3
2418,90625,2
82,90625,3
16132,90626,2
30402,90626,3
40026,90627,0
5362,90627,1
40025,90627,1
3607,90628,2
10466,90628,3
2185,90629,2
40109,90629,3
3726,90630,0
40090,90630,1
16132,90631,2
16159,90631,3
11340,90632,2
1544,90632,3
39880,90633,0
3902,90633,1
7842,90634,2
32161,90634,3
5154,90635,2
40110,90635,3
703,90636,2
337,90636,3
3607,90637,2
10466,90637,3
16132,90638,2
16159,90638,3
40111,90639,0
1981,90639,1
7284,90640,2
2060,90640,3
40112,90641,0
20875,90641,1
40113,90642,0
11863,90642,1
7516,90643,2
40114,90643,3
563,90644,2
40115,90644,3
3079,90645,2
8526,90645,3
1710,90646,2
40088,90646,3
490,90647,2
4305,90647,3
7842,90648,2
39915,90648,3
3643,90649,2
337,90649,3
40116,90650,0
377,90650,1
14332,90650,1
2939,90651,2
40117,90651,3
40118,90652,0
248,90652,1
25202,90653,2
1619,90653,3
38319,90654,0
100,90654,1
7284,90655,2
1105,90655,3
40058,90656,0
248,90656,1
11340,90657,2
30243,90657,3
563,90658,2
40119,90658,3
16132,90659,2
12049,90659,3
13801,90660,2
22793,90660,3
755,90661,0
40120,90661,1
40121,90662,0
1253,90662,1
11340,90663,2
29959,90663,3
6578,90664,2
235,90664,3
3607,90665,2
40122,90665,3
40123,90666,0
1262,90666,1
15470,90666,1
2196,90667,2
30826,90667,3
3394,90668,2
40124,90668,3
1215,90669,0
40125,90669,1
11340,90670,2
21782,90670,3
16132,90671,2
40126,90671,3
25,90672,0
40072,90672,1
40090,90673,0
3726,90673,1
40127,90674,0
377,90674,1
16132,90675,2
11736,90675,3
563,90676,2
40128,90676,3
3167,90677,2
1898,90677,3
11340,90678,2
31928,90678,3
19622,90679,0
40129,90679,1
19642,90680,0
40021,90680,1
14708,90680,1
3554,90680,1
37787,90680,1
563,90681,2
40130,90681,3
2275,90682,2
40009,90682,3
3394,90683,2
4406,90683,3
3607,90684,2
40131,90684,3
40058,90685,0
248,90685,1
7842,90686,2
40132,90686,3
16132,90687,2
12223,90687,3
7516,90688,2
7925,90688,3
2196,90689,2
30826,90689,3
11340,90690,2
35413,90690,3
4507,90691,2
40133,90691,3
32252,90692,2
60,90692,3
563,90693,2
40134,90693,3
3607,90694,2
2138,90694,3
13801,90695,2
337,90695,3
11340,90696,2
29410,90696,3
9918,90697,2
37267,90697,3
7842,90698,2
39995,90698,3
3394,90699,2
3757,90699,3
388,90700,2
22969,90700,3
25202,90701,2
4962,90701,3
14939,90702,2
40135,90702,3
1710,90703,2
40136,90703,3
6578,90704,2
40,90704,3
2275,90705,2
40009,90705,3
40137,90706,0
3726,90706,1
9918,90707,2
40138,90707,3
6147,90708,0
3778,90708,1
3167,90709,2
17083,90709,3
16508,90710,2
40139,90710,3
11340,90711,2
3088,90711,3
5154,90712,2
40140,90712,3
40141,90713,0
24896,90713,1
1262,90713,1
2287,90713,1
3394,90714,2
3483,90714,3
27758,90715,2
40142,90715,3
7516,90716,2
40143,90716,3
5062,90717,2
26531,90717,3
3607,90718,2
40144,90718,3
11340,90719,2
3918,90719,3
7516,90720,2
359,90720,3
40145,90721,0
162,90721,1
36397,90721,1
36396,90721,1
36426,90721,1
7842,90722,2
40146,90722,3
3726,90723,0
40090,90723,1
7516,90724,2
40147,90724,3
39117,90725,0
40055,90725,1
5177,90726,2
40148,90726,3
7842,90727,2
40149,90727,3
1342,90728,2
24610,90728,3
3167,90729,2
2545,90729,3
40150,90730,0
678,90730,1
40151,90731,0
2014,90731,1
28064,90732,2
24263,90732,3
40152,90733,0
10876,90733,1
11524,90734,2
7571,90734,3
3394,90735,2
9081,90735,3
2118,90736,2
1504,90736,3
9126,90737,2
6820,90737,3
26261,90738,2
40153,90738,3
11340,90739,2
7739,90739,3
29954,90740,2
22642,90740,3
40154,90741,0
855,90741,1
8231,90742,2
40155,90742,3
21899,90743,2
14304,90743,3
1008,90744,2
40156,90744,3
40157,90745,0
35261,90745,1
542,90745,1
40158,90746,0
2967,90746,1
11340,90747,2
3631,90747,3
8233,90748,2
40155,90748,3
3607,90749,2
7662,90749,3
8234,90750,2
40155,90750,3
12726,90751,2
40159,90751,3
40160,90752,0
1262,90752,1
15470,90752,1
7183,90753,0
40161,90753,1
12237,90754,2
7986,90754,3
2710,90755,2
9518,90755,3
6578,90756,2
40,90756,3
3167,90757,2
2570,90757,3
2418,90758,2
21555,90758,3
21835,90759,0
40162,90759,1
1001,90760,2
23921,90760,3
13801,90761,2
40163,90761,3
6850,90762,2
30435,90762,3
11340,90763,2
370,90763,3
1710,90764,2
40088,90764,3
22972,90765,0
100,90765,1
39852,90766,0
16154,90766,1
38843,90766,1
38844,90766,1
3607,90767,2
6145,90767,3
3498,90768,2
37519,90768,3
2275,90769,2
40164,90769,3
23129,90770,2
40165,90770,3
40166,90771,0
1666,90771,1
6578,90772,2
370,90772,3
612,90773,2
25222,90773,3
28064,90774,2
37154,90774,3
13600,90775,2
40167,90775,3
1197,90776,0
40168,90776,1
11340,90777,2
748,90777,3
125,90778,2
2333,90778,3
2418,90779,2
3615,90779,3
27587,90780,0
27588,90780,1
23129,90781,2
40169,90781,3
10846,90782,2
40170,90782,3
4378,90783,2
22256,90783,3
21881,90784,2
14380,90784,3
3607,90785,2
33726,90785,3
2939,90786,2
39868,90786,3
40171,90787,0
1262,90787,1
15470,90787,1
557,90788,2
655,90788,3
4378,90789,2
23637,90789,3
1710,90790,2
40172,90790,3
18073,90791,0
12097,90791,1
2418,90792,2
9501,90792,3
2118,90793,2
40173,90793,3
1975,90794,0
29954,90795,2
40174,90795,3
19537,90796,2
1221,90796,3
25202,90797,2
40175,90797,3
11340,90798,2
33042,90798,3
6850,90799,2
40176,90799,3
40090,90800,0
3726,90800,1
16508,90801,2
9796,90801,3
13801,90802,2
40177,90802,3
388,90803,2
39936,90803,3
10846,90804,2
5548,90804,3
19397,90805,0
3470,90805,1
11340,90806,2
337,90806,3
40178,90807,0
27486,90807,1
11530,90807,1
3607,90808,2
34214,90808,3
25202,90809,2
40175,90809,3
21881,90810,2
3176,90810,3
13801,90811,2
14265,90811,3
40179,90812,0
73,90812,1
40180,90813,0
100,90813,1
2418,90814,2
3369,90814,3
40055,90815,0
39117,90815,1
10846,90816,2
40181,90816,3
3607,90817,2
241,90817,3
5177,90818,2
3694,90818,3
2418,90819,2
27549,90819,3
8626,90820,2
8627,90820,3
39488,90821,0
4409,90821,1
2118,90822,2
40182,90822,3
11340,90823,2
40183,90823,3
612,90824,2
25222,90824,3
4378,90825,2
18369,90825,3
2418,90826,2
7690,90826,3
5154,90827,2
40184,90827,3
11340,90828,2
7793,90828,3
19537,90829,2
6055,90829,3
25788,90830,2
40185,90830,3
13801,90831,2
22923,90831,3
25,90832,0
40072,90832,1
8626,90833,2
8627,90833,3
23292,90834,0
205,90834,1
8726,90835,0
3470,90835,1
13801,90836,2
22923,90836,3
25202,90837,2
40186,90837,3
5177,90838,2
32783,90838,3
775,90839,2
777,90839,3
8796,90840,2
1685,90840,3
3607,90841,2
40187,90841,3
13600,90842,2
19575,90842,3
10504,90843,0
38370,90843,1
39452,90843,1
21835,90844,2
40188,90844,3
2710,90845,2
2169,90845,3
3394,90846,2
2545,90846,3
775,90847,2
24177,90847,3
2418,90848,2
9422,90848,3
21881,90849,2
39530,90849,3
2275,90850,2
337,90850,3
4378,90851,2
18369,90851,3
21899,90852,2
3980,90852,3
19537,90853,2
60,90853,3
16154,90854,0
39852,90854,1
38843,90854,1
38844,90854,1
1710,90855,2
40189,90855,3
10846,90856,2
19341,90856,3
11340,90857,2
337,90857,3
3726,90858,0
40090,90858,1
616,90859,2
543,90859,3
28064,90860,2
7739,90860,3
7842,90861,2
5459,90861,3
775,90862,2
40190,90862,3
612,90863,2
28102,90863,3
11340,90864,2
748,90864,3
775,90865,2
9127,90865,3
755,90866,0
16398,90866,1
1292,90867,2
551,90867,3
27588,90868,0
27587,90868,1
3607,90869,2
40191,90869,3
10655,90870,2
375,90870,3
2418,90871,2
17869,90871,3
25788,90872,2
40192,90872,3
2397,90873,2
2478,90873,3
1710,90874,2
40189,90874,3
2418,90875,2
30376,90875,3
40193,90876,0
25272,90876,1
2397,90877,2
2855,90877,3
13600,90878,2
13614,90878,3
775,90879,2
1605,90879,3
9126,90880,2
6820,90880,3
13600,90881,2
13614,90881,3
40074,90882,0
1237,90882,1
7842,90883,2
11110,90883,3
1710,90884,2
40189,90884,3
930,90885,2
40194,90885,3
39541,90886,0
3778,90886,1
40195,90887,0
1262,90887,1
15470,90887,1
25788,90888,2
4361,90888,3
2275,90889,2
337,90889,3
13801,90890,2
22793,90890,3
2196,90891,0
30826,90891,1
40196,90891,1
34652,90892,0
6685,90892,1
8796,90893,2
40197,90893,3
8973,90894,0
3470,90894,1
2867,90895,2
16494,90895,3
40198,90896,0
40199,90896,1
40200,90896,1
17664,90896,1
40201,90896,1
40202,90896,1
40203,90896,1
1262,90896,1
40204,90896,1
28242,90896,1
612,90897,2
28102,90897,3
3394,90898,2
11927,90898,3
7842,90899,2
40205,90899,3
775,90900,2
9397,90900,3
5177,90901,2
4872,90901,3
2275,90902,2
337,90902,3
11340,90903,2
1544,90903,3
616,90904,2
1041,90904,3
13600,90905,2
33226,90905,3
2418,90906,2
976,90906,3
7284,90907,2
40206,90907,3
3607,90908,2
1622,90908,3
40090,90909,0
3726,90909,1
1710,90910,2
40207,90910,3
40208,90911,0
1262,90911,1
775,90912,2
838,90912,3
21899,90913,2
3980,90913,3
3607,90914,2
40209,90914,3
13600,90915,2
40210,90915,3
7842,90916,2
1157,90916,3
5177,90917,2
34512,90917,3
16308,90918,2
337,90918,3
775,90919,2
40211,90919,3
16508,90920,2
11394,90920,3
11340,90921,2
18514,90921,3
3778,90922,0
6163,90922,1
775,90923,2
776,90923,3
2397,90924,2
2478,90924,3
40212,90925,0
377,90925,1
14332,90925,1
38625,90926,0
1590,90926,1
24653,90926,1
25,90926,1
2397,90927,2
2446,90927,3
29516,90928,2
9781,90928,3
11340,90929,2
40213,90929,3
25202,90930,2
40214,90930,3
2397,90931,2
1194,90931,3
8075,90932,0
40215,90932,1
8640,90932,1
8386,90932,1
8641,90932,1
40216,90932,1
8642,90932,1
4234,90932,1
8109,90932,1
8643,90932,1
1710,90933,2
40189,90933,3
2418,90934,2
987,90934,3
40217,90935,0
100,90935,1
716,90935,1
8796,90936,2
11394,90936,3
1975,90937,2
16003,90937,3
7842,90938,2
39978,90938,3
21881,90939,2
38931,90939,3
39683,90940,0
39684,90940,1
11340,90941,2
33406,90941,3
7284,90942,2
3327,90942,3
612,90943,2
25222,90943,3
3607,90944,2
1672,90944,3
40218,90945,0
37334,90945,1
1262,90945,1
5154,90946,2
37905,90946,3
13600,90947,2
13781,90947,3
7842,90948,2
1605,90948,3
7284,90949,2
8476,90949,3
11340,90950,2
11447,90950,3
11524,90951,2
35579,90951,3
13600,90952,2
13781,90952,3
3643,90953,2
21782,90953,3
1710,90954,2
40189,90954,3
775,90955,2
40219,90955,3
2418,90956,2
29271,90956,3
2275,90957,2
337,90957,3
40220,90958,0
205,90958,1
3778,90959,0
6147,90959,1
5878,90960,0
81,90960,1
40221,90961,0
3856,90961,1
2418,90962,2
9570,90962,3
39909,90963,0
1262,90963,1
19185,90963,1
13600,90964,2
13781,90964,3
5154,90965,2
33308,90965,3
27486,90966,0
40178,90966,1
11530,90966,1
11340,90967,2
9382,90967,3
27405,90968,2
18970,90968,3
7284,90969,2
3524,90969,3
39902,90970,0
73,90970,1
388,90971,2
39936,90971,3
1829,90972,2
1830,90972,3
3726,90973,0
40090,90973,1
13600,90974,2
13781,90974,3
990,90975,0
377,90975,1
2397,90976,2
1477,90976,3
2867,90977,2
2557,90977,3
775,90978,2
784,90978,3
7284,90979,2
8476,90979,3
1710,90980,2
40222,90980,3
29516,90981,2
9781,90981,3
388,90982,2
40223,90982,3
2397,90983,2
1201,90983,3
9126,90984,2
6493,90984,3
775,90985,2
11068,90985,3
11340,90986,2
337,90986,3
3607,90987,2
40224,90987,3
40225,90988,0
100,90988,1
40226,90989,0
100,90989,1
39980,90990,0
1026,90990,1
2275,90991,2
337,90991,3
4106,90992,2
10449,90992,3
612,90993,2
40227,90993,3
40228,90994,0
13640,90994,1
11340,90995,2
1253,90995,3
2418,90996,2
5372,90996,3
351,90997,2
40229,90997,3
653,90998,0
100,90998,1
2397,90999,2
1478,90999,3
4106,91000,2
40230,91000,3
7284,91001,2
996,91001,3
13600,91002,2
13614,91002,3
3778,91003,0
39541,91003,1
2397,91004,2
1632,91004,3
2418,91005,2
10543,91005,3
40231,91006,0
8988,91006,1
39837,91006,1
11373,91006,1
2118,91007,0
36524,91007,1
40027,91008,0
9828,91008,1
11340,91009,2
23960,91009,3
30121,91010,0
17563,91010,1
40232,91011,0
5883,91011,1
40233,91012,0
205,91012,1
10655,91013,2
12252,91013,3
11340,91014,2
21782,91014,3
13600,91015,2
40234,91015,3
1215,91016,0
39468,91016,1
2397,91017,2
2644,91017,3
19537,91018,2
12698,91018,3
40235,91019,0
9089,91019,1
2397,91020,2
2779,91020,3
2275,91021,2
337,91021,3
11340,91022,2
21782,91022,3
2397,91023,2
15203,91023,3
2397,91024,2
1522,91024,3
11340,91025,2
21782,91025,3
40236,91026,0
4301,91026,1
40237,91026,1
13600,91027,2
40238,91027,3
40239,91028,0
1262,91028,1
19397,91029,0
3470,91029,1
5731,91030,2
34088,91030,3
11340,91031,2
37158,91031,3
13600,91032,2
33113,91032,3
2867,91033,2
40240,91033,3
40241,91034,0
15181,91034,1
13600,91035,2
40242,91035,3
11340,91036,2
3088,91036,3
27587,91037,0
40243,91037,1
27588,91037,1
40244,91038,0
100,91038,1
9126,91039,2
27062,91039,3
2397,91040,2
37171,91040,3
1975,91041,2
16454,91041,3
8707,91042,2
8960,91042,3
12031,91043,2
15538,91043,3
27334,91044,0
377,91044,1
39468,91045,0
1215,91045,1
40245,91046,0
377,91046,1
5154,91047,2
40246,91047,3
13903,91048,2
40247,91048,3
13600,91049,2
13614,91049,3
5177,91050,2
40248,91050,3
40249,91051,0
16429,91051,1
2867,91052,2
4955,91052,3
6747,91053,0
28947,91053,1
13903,91054,2
40250,91054,3
21899,91055,2
24319,91055,3
7183,91056,2
4242,91056,3
5154,91057,2
40246,91057,3
5731,91058,2
6819,91058,3
10655,91059,2
60,91059,3
2867,91060,2
2394,91060,3
13600,91061,2
13614,91061,3
40251,91062,0
2144,91062,1
36524,91062,1
7247,91062,1
13903,91063,2
40252,91063,3
40253,91064,0
48,91064,1
3424,91064,1
2397,91065,2
2785,91065,3
19537,91066,2
40254,91066,3
2275,91067,2
337,91067,3
8804,91068,2
40255,91068,3
612,91069,2
4609,91069,3
40256,91070,0
9584,91070,1
3394,91071,2
3487,91071,3
27486,91072,0
40257,91072,1
23129,91073,2
40258,91073,3
2397,91074,2
905,91074,3
35838,91075,0
35839,91075,1
2867,91076,2
1017,91076,3
1975,91077,2
12717,91077,3
616,91078,2
1741,91078,3
26261,91079,2
40259,91079,3
23129,91080,2
40260,91080,3
612,91081,2
25222,91081,3
40261,91082,0
9089,91082,1
40262,91083,0
1262,91083,1
15470,91083,1
40263,91084,0
1262,91084,1
15470,91084,1
16508,91085,2
40139,91085,3
8973,91086,0
3470,91086,1
5105,91086,1
703,91087,0
1007,91087,1
275,91088,2
40264,91088,3
33597,91089,0
18179,91089,1
3394,91090,2
40265,91090,3
2397,91091,2
9499,91091,3
4507,91092,2
6757,91092,3
23129,91093,2
19306,91093,3
6225,91094,2
7180,91094,3
13600,91095,2
40266,91095,3
5529,91096,0
5528,91096,1
34945,91096,1
40267,91097,0
1657,91097,1
2397,91098,2
7703,91098,3
40268,91099,0
4301,91099,1
2275,91100,2
337,91100,3
425,91101,0
40269,91101,1
27187,91102,0
4301,91102,1
23129,91103,2
4334,91103,3
40270,91104,2
40271,91104,3
490,91105,2
2806,91105,3
1384,91106,2
40272,91106,3
40273,91107,2
18426,91107,3
2397,91108,2
38134,91108,3
3394,91109,2
40265,91109,3
275,91110,0
35733,91110,1
25932,91110,1
351,91111,2
6584,91111,3
205,91112,2
40274,91112,3
40275,91113,0
1431,91113,1
40276,91113,1
1710,91114,2
40277,91114,3
2418,91115,2
12741,91115,3
11524,91116,2
35591,91116,3
2397,91117,2
1112,91117,3
2710,91118,2
5440,91118,3
28947,91119,0
6747,91119,1
19756,91120,0
40035,91120,1
40278,91121,0
40279,91121,1
10655,91122,2
6586,91122,3
2710,91123,2
5440,91123,3
275,91124,2
40280,91124,3
13600,91125,2
13732,91125,3
40212,91126,0
377,91126,1
14332,91126,1
40281,91127,0
40282,91127,1
40283,91127,1
15858,91127,1
2275,91128,2
337,91128,3
5154,91129,2
40284,91129,3
5731,91130,2
40285,91130,3
616,91131,2
40286,91131,3
40008,91132,0
3902,91132,1
2418,91133,2
1449,91133,3
3643,91134,2
29520,91134,3
35899,91135,0
1262,91135,1
40287,91136,0
6998,91136,1
40288,91136,1
2418,91137,2
6210,91137,3
5154,91138,2
40284,91138,3
214,91139,2
184,91139,3
13600,91140,2
40289,91140,3
188,91141,2
189,91141,3
215,91142,2
184,91142,3
196,91143,2
184,91143,3
182,91144,2
176,91144,3
183,91145,2
184,91145,3
218,91146,2
176,91146,3
196,91147,2
184,91147,3
215,91148,2
184,91148,3
2710,91149,2
5440,91149,3
188,91150,2
189,91150,3
557,91151,2
40290,91151,3
2397,91152,2
2785,91152,3
182,91153,2
176,91153,3
214,91154,2
184,91154,3
183,91155,2
184,91155,3
175,91156,2
176,91156,3
218,91157,2
176,91157,3
175,91158,2
492,91158,3
11524,91159,2
7646,91159,3
175,91160,2
176,91160,3
175,91161,2
492,91161,3
40291,91162,0
205,91162,1
2418,91163,2
2592,91163,3
13600,91164,2
33113,91164,3
5731,91165,2
40285,91165,3
5177,91166,2
458,91166,3
40270,91167,2
40292,91167,3
27588,91168,0
27587,91168,1
40293,91169,0
171,91169,1
40294,91169,1
35344,91169,1
612,91170,2
25222,91170,3
2397,91171,2
2592,91171,3
40295,91172,0
1197,91172,1
13600,91173,2
18186,91173,3
11524,91174,2
7646,91174,3
612,91175,2
28102,91175,3
30121,91176,0
17563,91176,1
40296,91177,0
4301,91177,1
11524,91178,2
7646,91178,3
33597,91179,2
18179,91179,3
13600,91180,2
13781,91180,3
8707,91181,2
9256,91181,3
40297,91182,0
15155,91182,1
2275,91183,2
337,91183,3
40298,91184,0
1292,91184,1
5731,91185,2
5737,91185,3
40299,91186,0
205,91186,1
612,91187,2
28102,91187,3
40300,91188,0
73,91188,1
13600,91189,2
37846,91189,3
4923,91190,2
19092,91190,3
7183,91191,0
9071,91191,1
40301,91191,1
2418,91192,2
2709,91192,3
25,91193,0
40072,91193,1
9126,91194,2
27062,91194,3
2397,91195,2
2597,91195,3
2867,91196,2
40302,91196,3
21899,91197,2
28821,91197,3
1384,91198,2
40303,91198,3
119,91199,2
40304,91199,3
13600,91200,2
40305,91200,3
9725,91201,2
12650,91201,3
40306,91202,0
1431,91202,1
18486,91203,0
18612,91203,1
23129,91204,2
40307,91204,3
10846,91205,2
40308,91205,3
5731,91206,2
5737,91206,3
2397,91207,2
1020,91207,3
27011,91208,0
37334,91208,1
1262,91208,1
6225,91209,2
14049,91209,3
612,91210,2
28102,91210,3
2790,91211,2
1807,91211,3
5154,91212,2
40309,91212,3
40310,91213,0
4301,91213,1
344,91214,0
39959,91214,1
35896,91214,1
5731,91215,2
5737,91215,3
612,91216,2
28102,91216,3
30628,91217,0
17390,91217,1
40311,91218,2
4406,91218,3
2418,91219,2
9204,91219,3
21899,91220,2
28821,91220,3
2163,91221,2
38018,91221,3
26261,91222,2
40312,91222,3
8707,91223,2
4429,91223,3
2275,91224,2
337,91224,3
40275,91225,0
1431,91225,1
40276,91225,1
5731,91226,2
6454,91226,3
9725,91227,2
12650,91227,3
2867,91228,2
13822,91228,3
23129,91229,2
38107,91229,3
612,91230,2
28102,91230,3
11169,91231,0
40313,91231,1
40314,91232,0
472,91232,1
23129,91233,2
40315,91233,3
8707,91234,2
40316,91234,3
16508,91235,2
8815,91235,3
19537,91236,2
18090,91236,3
805,91237,2
7646,91237,3
2163,91238,2
35315,91238,3
119,91239,2
8296,91239,3
3778,91240,2
60,91240,3
40317,91241,0
1215,91241,1
8707,91242,2
40318,91242,3
2275,91243,2
337,91243,3
5740,91244,2
7764,91244,3
13932,91245,2
2919,91245,3
321,91246,0
322,91246,1
805,91247,2
2186,91247,3
321,91248,0
11530,91248,1
40270,91249,2
40319,91249,3
175,91250,2
2155,91250,3
11977,91251,2
2155,91251,3
191,91252,2
197,91252,3
191,91253,2
197,91253,3
40320,91254,0
48,91254,1
213,91255,2
2155,91255,3
616,91256,2
256,91256,3
40321,91257,0
100,91257,1
186,91258,2
187,91258,3
217,91259,2
2155,91259,3
186,91260,2
187,91260,3
192,91261,2
2155,91261,3
180,91262,2
2155,91262,3
175,91263,2
2155,91263,3
192,91264,2
2155,91264,3
221,91265,2
2155,91265,3
190,91266,2
187,91266,3
182,91267,2
2155,91267,3
221,91268,2
2155,91268,3
190,91269,2
187,91269,3
11975,91270,2
2155,91270,3
213,91271,2
2155,91271,3
222,91272,2
2155,91272,3
182,91273,2
2155,91273,3
40322,91274,2
3820,91274,3
11975,91275,2
2155,91275,3
180,91276,2
2155,91276,3
28835,91277,0
1590,91277,1
25,91277,1
40323,91278,0
33,91278,1
34,91278,1
40324,91278,1
3590,91278,1
217,91279,2
2155,91279,3
18073,91280,0
12097,91280,1
2418,91281,2
1181,91281,3
11977,91282,2
2155,91282,3
222,91283,2
2155,91283,3
3498,91284,2
1741,91284,3
1008,91285,2
28042,91285,3
3167,91286,2
3420,91286,3
5154,91287,2
22314,91287,3
805,91288,2
2186,91288,3
2710,91289,2
40325,91289,3
2867,91290,2
24610,91290,3
6770,91291,2
40326,91291,3
612,91292,2
28102,91292,3
13932,91293,2
2919,91293,3
14708,91294,0
37787,91294,1
19642,91294,1
19904,91294,1
40021,91294,1
3554,91294,1
9126,91295,2
27062,91295,3
2418,91296,2
240,91296,3
40327,91297,0
100,91297,1
23129,91298,2
40307,91298,3
40328,91299,0
248,91299,1
1384,91300,2
40329,91300,3
1197,91301,0
40295,91301,1
40270,91302,2
40319,91302,3
612,91303,2
28102,91303,3
40330,91304,0
162,91304,1
40331,91305,0
3902,91305,1
40332,91306,2
37064,91306,3
805,91307,2
1258,91307,3
40333,91308,0
377,91308,1
14332,91308,1
23129,91309,2
30203,91309,3
6770,91310,2
18765,91310,3
612,91311,2
28102,91311,3
5154,91312,2
22662,91312,3
8075,91313,0
25168,91313,1
40334,91313,1
8767,91313,1
35604,91313,1
8076,91313,1
35605,91313,1
20707,91314,2
